Production Line Tag,Manufactured Part Code,Shift Date,Gross Quantity Produced,Conforming Quality Qty,Unplanned Downtime Duration
LIN-PNT-01-3,PRD-HSG-450-3,2024-03-05,2683,2605,None
LIN-WLD-02-10,PRD-PLT-005-10,2025-10-01,1294,1258,36
LIN-PNT-01-9,PRD-HSG-450-9,2025-09-18,2314,2275,21
LIN-PRS-01-9,PRD-BRK-220-9,2024-08-26,2836,2768,14
LIN-WLD-01-6,PRD-CHS-010-6,2025-03-15,247,241,15 min
LIN-PRS-01-8,PRD-PLT-005-8,2024-03-26,3281,3028,27
LIN-CNC-02-6,PRD-FLG-880-6,2024-08-05,2368,2307,34
LIN-PRS-01-9,PRD-BRK-220-9,2024-01-14,837,776,161 mins
LIN-PNT-01-9,PRD-HSG-450-9,2024-11-03,734,692,86 mins
LIN-CNC-02-9,PRD-BRK-220-9,2024-09-26,2100,2095,190
LIN-PRS-01-9,PRD-BRK-220-9,2024-09-25,3716,3672,5 min
LIN-CNC-02-8,PRD-FLG-880-8,2026-03-25,2388,2269,27
LIN-WLD-01-9,PRD-CHS-010-9,2026-05-05,869,846,179 mins
LIN-CNC-01-3,PRD-VAL-101-3,2024-07-31,1337,1316,60 min
LIN-EDR-02-10,PRD-MOT-500-10,2025-03-04,1370,1266,149
LIN-WLD-02-6,PRD-PLT-005-6,2024-11-04,1325,1260,-
LIN-PRS-01-2,PRD-BRK-220-2,2026-05-06,4119,3984,14 min
LIN-CNC-02-3,PRD-BRK-220-3,2025-11-12,1997,1969,5 min
LIN-PRS-01-6,PRD-BRK-220-6,2026-04-02,3115,2796,35 min
LIN-PNT-01-6,PRD-FLG-880-6,2025-02-07,3244,3202,109 mins
LIN-WLD-02,PRD-CHS-010,2024-01-08,1044,1013,37 min
LIN-EDR-01-8,PRD-STA-320-8,2025-08-20,1285,1256,11
LIN-PRS-01-4,PRD-BRK-220-4,2024-10-07,2882,2783,36
LIN-PNT-01-10,PRD-HSG-450-10,2025-06-24,2780,2543,48
LIN-PNT-01-4,PRD-FLG-880-4,2025-04-07,2966,2897,223
LIN-PNT-01-5,PRD-FLG-880-5,2025-06-05,3587,3509,5
LIN-CNC-01-3,PRD-VAL-101-3,2025-08-08,1869,1837,23
LIN-CNC-01-9,PRD-VAL-101-9,2024-10-02,1611,1606,20 min
LIN-EDR-02-8,PRD-MOT-500-8,2024-07-16,1286,1275,20 min
LIN-PNT-01-9,PRD-FLG-880-9,2025-12-15,2878,2739,180 mins
LIN-PRS-01-10,PRD-PLT-005-10,2024-12-12,2549,2436,23
LIN-PNT-01-4,PRD-FLG-880-4,2025-01-14,2468,2292,7
LIN-CNC-02-7,PRD-BRK-220-7,2025-05-29,1993,1901,8
LIN-WLD-01-6,PRD-CHS-010-6,2024-06-06,766,764,13 min
LIN-WLD-01-7,PRD-CHS-010-7,2024-07-26,1214,1137,45 min
LIN-PRS-01-4,PRD-PLT-005-4,2024-01-23,3676,3532,10
LIN-CNC-02-5,PRD-BRK-220-5,2024-09-12,2280,2242,128
LIN-PRS-01-2,PRD-PLT-005-2,2026-04-12,697,682,2
LIN-PNT-01-10,PRD-FLG-880-10,2024-11-15,3361,3325,4
LIN-PNT-01-5,PRD-HSG-450-5,2026-01-27,2557,2337,2.3 hrs
LIN-PNT-01-5,PRD-HSG-450-5,2024-02-24,1001,989,7 min
LIN-WLD-01-5,PRD-CHS-010-5,2025-12-17,994,990,32 min
LIN-EDR-02-9,PRD-MOT-500-9,2024-07-18,1343,1338,10 min
LIN-WLD-02-10,PRD-CHS-010-10,2024-11-12,1281,1256,2.9 hrs
LIN-CNC-02,PRD-FLG-880,2025-04-01,2283,2263,57
LIN-EDR-01-5,PRD-STA-320-5,2024-04-11,1056,1037,1.4 hrs
LIN-CNC-02-2,PRD-FLG-880-2,2024-04-26,2149,2075,38
LIN-EDR-01,PRD-STA-320,2024-12-13,1299,1288,5
LIN-WLD-01,PRD-CHS-010,2024-12-23,1036,950,51 min
LIN-CNC-01-6,PRD-FLG-880-6,2026-03-13,1955,1907,40
LIN-PRS-01-3,PRD-BRK-220-3,2024-06-06,3042,2805,50 min
LIN-PNT-01-10,PRD-HSG-450-10,2024-08-16,3224,3036,0
LIN-CNC-01-9,PRD-FLG-880-9,2024-12-11,2344,2177,7
LIN-WLD-02-7,PRD-CHS-010-7,2026-01-16,1045,970,11
LIN-PNT-01-3,PRD-FLG-880-3,2026-06-12,3196,3012,85 mins
LIN-CNC-01-7,PRD-FLG-880-7,2026-01-03,722,720,2 min
LIN-PRS-01-7,PRD-BRK-220-7,2025-03-06,3642,3531,22 min
LIN-CNC-01-8,PRD-FLG-880-8,2026-06-10,1854,1823,32
LIN-PNT-01-4,PRD-HSG-450-4,2026-06-04,2933,2564,173 mins
LIN-EDR-02-2,PRD-MOT-500-2,2025-05-19,1466,1441,86 mins
LIN-EDR-02-6,PRD-MOT-500-6,2025-12-25,989,963,2
LIN-CNC-02-10,PRD-BRK-220-10,2025-04-20,835,808,1.0 hrs
LIN-CNC-02-8,PRD-BRK-220-8,2025-08-02,746,722,12 min
LIN-CNC-01-4,PRD-FLG-880-4,2025-10-06,2416,2373,11 min
LIN-WLD-01-4,PRD-CHS-010-4,2025-08-28,871,831,197 mins
LIN-WLD-01,PRD-CHS-010,2024-02-28,706,686,37 min
LIN-CNC-02-10,PRD-BRK-220-10,2026-06-15,2258,2015,84 mins
LIN-WLD-02-7,PRD-CHS-010-7,2025-04-17,1106,1043,246 mins
LIN-CNC-02-3,PRD-FLG-880-3,2025-06-12,2040,2027,14
LIN-PRS-01-6,PRD-BRK-220-6,2025-05-13,2666,2580,10 min
LIN-CNC-01-4,PRD-VAL-101-4,2024-08-30,1718,1658,8
LIN-PRS-01-2,PRD-BRK-220-2,2024-05-02,2399,2209,21 min
LIN-WLD-02-7,PRD-CHS-010-7,2024-01-04,1401,1362,3 min
LIN-CNC-01-5,PRD-FLG-880-5,2026-03-13,1652,1598,80
LIN-CNC-01-2,PRD-FLG-880-2,2025-05-21,2234,2163,23
LIN-CNC-02-4,PRD-FLG-880-4,2025-08-14,2038,1998,34
LIN-PNT-01-9,PRD-HSG-450-9,2025-11-20,3214,3177,18 min
LIN-PRS-01-2,PRD-BRK-220-2,2025-09-12,3424,3336,20
LIN-EDR-01-2,PRD-STA-320-2,2024-09-05,1211,1164,6 min
LIN-WLD-02-10,PRD-CHS-010-10,2024-12-05,950,925,1 min
LIN-PNT-01-2,PRD-FLG-880-2,2024-10-30,2885,2801,2
LIN-EDR-01-8,PRD-STA-320-8,2026-06-24,1324,1289,1.6 hrs
LIN-CNC-01-6,PRD-FLG-880-6,2025-11-16,645,635,7 min
LIN-CNC-01-4,PRD-VAL-101-4,2025-02-24,2374,2278,34 min
LIN-CNC-01-5,PRD-FLG-880-5,2025-01-20,1884,1838,22
LIN-PNT-01-2,PRD-HSG-450-2,2024-12-20,2060,1992,1.1 hrs
LIN-EDR-01-5,PRD-STA-320-5,2024-10-10,1040,999,82 mins
LIN-PRS-01,PRD-BRK-220,2024-08-04,753,706,236 mins
LIN-CNC-02-8,PRD-BRK-220-8,2025-11-27,2196,2127,41 min
LIN-CNC-01-3,PRD-VAL-101-3,2025-05-21,1910,1731,9
LIN-CNC-01-3,PRD-FLG-880-3,2026-01-26,2230,2154,44
LIN-EDR-02-6,PRD-MOT-500-6,2025-10-29,1114,1078,2.9 hrs
LIN-CNC-01-5,PRD-FLG-880-5,2025-02-11,1974,1921,3 min
LIN-PNT-01-8,PRD-FLG-880-8,2024-10-30,2800,2759,104
LIN-PNT-01-4,PRD-HSG-450-4,2025-02-14,2537,2474,172 mins
LIN-CNC-02-5,PRD-FLG-880-5,2024-10-24,2943,2877,13 min
LIN-PNT-01-9,PRD-HSG-450-9,2026-05-14,2526,2477,152 mins
LIN-PRS-01-7,PRD-PLT-005-7,2024-12-18,2991,2904,131 mins
LIN-CNC-01-8,PRD-VAL-101-8,2024-04-05,1735,1659,14 min
LIN-WLD-02-4,PRD-PLT-005-4,2026-02-15,385,368,184
LIN-WLD-02-5,PRD-CHS-010-5,2026-03-09,1013,1001,9 min
LIN-CNC-01-4,PRD-VAL-101-4,2025-05-28,2138,2047,39 min
LIN-CNC-02-6,PRD-BRK-220-6,2026-02-20,2502,2399,3 min
LIN-CNC-01,PRD-VAL-101,2024-09-19,1890,1850,5 min
LIN-CNC-02-2,PRD-FLG-880-2,2026-03-05,2356,2265,7 min
LIN-EDR-02-6,PRD-MOT-500-6,2024-03-28,1697,1522,3.3 hrs
LIN-EDR-02,PRD-MOT-500,2025-11-13,1469,1389,1.9 hrs
LIN-WLD-02-7,PRD-CHS-010-7,2024-04-10,797,784,74 mins
LIN-WLD-02-7,PRD-PLT-005-7,2024-07-05,1235,1185,77 mins
LIN-CNC-01-8,PRD-VAL-101-8,2026-02-09,1616,1607,17 min
LIN-PNT-01-10,PRD-FLG-880-10,2024-03-15,3117,2909,6 min
LIN-EDR-01-3,PRD-STA-320-3,2024-11-06,1389,1303,1
LIN-CNC-02-7,PRD-BRK-220-7,2024-03-19,2014,1954,15
LIN-CNC-01-3,PRD-VAL-101-3,2026-05-21,1723,1693,79 mins
LIN-EDR-01,PRD-STA-320,2025-08-25,1519,1471,59
LIN-PRS-01-4,PRD-PLT-005-4,2025-10-27,3766,3627,15
LIN-PNT-01-3,PRD-HSG-450-3,2026-06-15,2267,2068,50
LIN-PNT-01-2,PRD-FLG-880-2,2025-07-28,3904,3765,113 mins
LIN-CNC-02-6,PRD-FLG-880-6,2024-09-03,1883,1766,26 min
LIN-CNC-01-9,PRD-VAL-101-9,2025-10-28,2217,2129,85
LIN-WLD-02,PRD-CHS-010,2024-11-01,823,812,3 min
LIN-WLD-02-7,PRD-PLT-005-7,2025-01-22,1216,1192,5 min
LIN-EDR-02-10,,2024-08-15,,,Line Maintenance
LIN-EDR-01-7,PRD-STA-320-7,2026-06-08,1204,1099,73 mins
LIN-PNT-01,PRD-HSG-450,2025-10-24,2087,2006,1.9 hrs
LIN-WLD-02-4,PRD-CHS-010-4,2024-05-02,885,722,2.4 hrs
LIN-CNC-02-9,PRD-BRK-220-9,2026-02-11,2367,2316,39 min
LIN-WLD-02-3,PRD-PLT-005-3,2026-02-27,1281,1245,50 min
LIN-PRS-01-3,PRD-BRK-220-3,2024-03-22,2785,2673,4
LIN-PNT-01-2,PRD-HSG-450-2,2025-02-14,3449,3335,61 mins
LIN-CNC-02-2,PRD-BRK-220-2,2024-01-03,2431,2210,74
LIN-PNT-01-5,PRD-FLG-880-5,2026-03-23,2771,2571,11
LIN-WLD-02-8,PRD-PLT-005-8,2024-04-09,948,881,13
LIN-PRS-01-4,PRD-BRK-220-4,2024-08-09,2607,2507,50
LIN-EDR-02,PRD-MOT-500,2025-09-24,1464,1406,48 min
LIN-PNT-01-5,PRD-FLG-880-5,2024-08-02,3632,3498,20 min
LIN-PRS-01,PRD-BRK-220,2026-04-14,3160,2986,21 min
LIN-PRS-01,PRD-PLT-005,2024-12-12,3235,3108,7
LIN-PNT-01-5,PRD-FLG-880-5,2025-05-16,3084,2800,7
LIN-CNC-01-7,PRD-VAL-101-7,2024-12-06,1486,1444,1.1 hrs
LIN-WLD-02-2,PRD-CHS-010-2,2024-11-01,976,962,40 min
LIN-EDR-01,PRD-STA-320,2026-01-21,1405,1363,120 mins
LIN-PNT-01-6,PRD-FLG-880-6,2024-02-27,2549,2452,29
LIN-CNC-02-5,PRD-BRK-220-5,2025-09-04,2716,2597,69
LIN-PNT-01-5,PRD-FLG-880-5,2025-10-08,3124,3095,55 min
LIN-CNC-01-6,PRD-VAL-101-6,2025-09-22,1705,1455,57
LIN-WLD-02-7,PRD-PLT-005-7,2025-01-06,993,944,1.9 hrs
LIN-WLD-02-4,PRD-PLT-005-4,2024-03-26,1137,1069,39
LIN-PRS-01-7,PRD-PLT-005-7,2025-06-04,2541,2516,1.0 hrs
LIN-WLD-02-5,PRD-CHS-010-5,2024-08-06,1209,1166,-
LIN-WLD-02-8,PRD-PLT-005-8,2025-06-30,1036,1017,53 min
LIN-WLD-02-2,PRD-CHS-010-2,2026-01-16,1072,1052,22 min
LIN-CNC-01,PRD-VAL-101,2024-07-17,1733,1703,16
LIN-PNT-01-8,,2025-04-22,,,Line Maintenance
LIN-CNC-02-7,PRD-BRK-220-7,2024-01-30,2857,2756,107
LIN-CNC-02-2,PRD-BRK-220-2,2024-07-03,2524,2410,None
LIN-CNC-02-4,PRD-BRK-220-4,2024-07-16,2418,2389,2
LIN-CNC-02-4,PRD-FLG-880-4,2026-05-16,544,531,24
LIN-CNC-01-5,PRD-VAL-101-5,2024-07-15,1571,1488,8
LIN-EDR-01-9,PRD-STA-320-9,2024-05-20,1077,1044,3.1 hrs
LIN-EDR-01-8,PRD-STA-320-8,2024-10-17,1735,1708,21
LIN-EDR-02-2,PRD-MOT-500-2,2025-10-03,1153,1117,4.3 hrs
LIN-WLD-02-2,PRD-PLT-005-2,2024-12-30,1108,1075,3
LIN-EDR-02,PRD-MOT-500,2026-05-28,1321,1312,61 mins
LIN-WLD-01-4,PRD-CHS-010-4,2026-02-04,822,792,3.0 hrs
LIN-EDR-02-8,PRD-MOT-500-8,2024-01-16,1131,1112,221 mins
LIN-EDR-02-2,PRD-MOT-500-2,2025-07-15,1570,1528,52
LIN-EDR-02-4,PRD-MOT-500-4,2024-05-10,1049,998,1.9 hrs
LIN-CNC-01-3,PRD-FLG-880-3,2024-12-04,1619,1525,18 min
LIN-CNC-01-3,PRD-FLG-880-3,2025-06-01,873,816,7 min
LIN-EDR-02-6,PRD-MOT-500-6,2025-03-06,1404,1356,27 min
LIN-PRS-01-5,PRD-BRK-220-5,2025-01-10,3353,3192,1.2 hrs
LIN-PNT-01-6,PRD-HSG-450-6,2024-05-22,3114,2854,107 mins
LIN-WLD-02-5,PRD-PLT-005-5,2024-08-01,1164,1141,116
LIN-WLD-02,PRD-PLT-005,2024-05-14,1232,1206,18
LIN-CNC-02-2,PRD-BRK-220-2,2024-02-13,2150,2051,21
LIN-CNC-01-8,PRD-VAL-101-8,2026-03-25,1829,1735,9 min
LIN-CNC-01-9,PRD-FLG-880-9,2026-02-25,1699,1637,4
LIN-EDR-01-5,PRD-STA-320-5,2024-11-11,1340,1213,40
LIN-CNC-02,PRD-BRK-220,2026-05-13,2519,2512,50
LIN-WLD-02-9,PRD-CHS-010-9,2024-11-19,981,966,136
LIN-PNT-01-2,,2024-10-06,,,Line Maintenance
LIN-WLD-01-7,PRD-CHS-010-7,2024-08-14,821,798,1.0 hrs
LIN-PRS-01,,2024-02-01,,,Line Maintenance
LIN-EDR-01-5,PRD-STA-320-5,2025-11-24,1152,1094,54 min
LIN-PNT-01-7,PRD-FLG-880-7,2026-04-08,2712,2626,12 min
LIN-CNC-01-8,PRD-VAL-101-8,2026-01-01,2380,2366,None
LIN-PRS-01-3,PRD-PLT-005-3,2024-10-10,2626,2421,112
LIN-CNC-02-5,PRD-BRK-220-5,2024-02-28,2801,2718,5 min
LIN-WLD-01-4,PRD-CHS-010-4,2024-12-21,204,187,7 min
LIN-PRS-01-3,PRD-BRK-220-3,2026-05-01,3922,3133,1 min
LIN-WLD-01-4,PRD-CHS-010-4,2025-04-14,1260,1247,0
LIN-PRS-01-10,PRD-PLT-005-10,2024-05-10,2202,2096,53 min
LIN-WLD-02-9,PRD-PLT-005-9,2024-08-08,1177,1061,10 min
LIN-CNC-01,PRD-VAL-101,2025-09-12,1907,1860,138
LIN-CNC-02-2,PRD-BRK-220-2,2024-10-22,2509,2429,37
LIN-CNC-01-2,PRD-VAL-101-2,2025-10-21,1811,1619,47 min
LIN-PRS-01-10,PRD-PLT-005-10,2024-09-04,3320,3135,2.3 hrs
LIN-CNC-01,PRD-FLG-880,2025-09-23,2228,2183,24 min
LIN-PRS-01-6,PRD-BRK-220-6,2024-05-07,3248,3011,54 min
LIN-EDR-01-3,PRD-STA-320-3,2025-08-20,1609,1592,12
LIN-CNC-02-7,PRD-BRK-220-7,2024-06-19,2521,2469,7 min
LIN-PNT-01-4,PRD-HSG-450-4,2026-01-09,2303,2122,42
LIN-EDR-02-4,PRD-MOT-500-4,2024-07-20,433,410,16
LIN-WLD-02-10,PRD-CHS-010-10,2024-03-14,1130,1102,13
LIN-WLD-02-3,PRD-CHS-010-3,2024-06-03,783,777,63
LIN-PNT-01-7,PRD-HSG-450-7,2026-01-09,2682,2582,2
LIN-WLD-02-5,PRD-PLT-005-5,2025-12-22,1199,1145,87
LIN-PRS-01-3,PRD-BRK-220-3,2025-06-25,2803,2768,None
LIN-WLD-01,PRD-CHS-010,2024-01-19,876,806,25
LIN-WLD-02-6,PRD-CHS-010-6,2025-10-29,1287,1266,11
LIN-WLD-02-4,PRD-CHS-010-4,2025-01-01,1004,985,186
LIN-EDR-01-10,PRD-STA-320-10,2025-06-28,367,345,25
LIN-PRS-01-6,PRD-PLT-005-6,2025-08-22,3289,3243,29 min
LIN-EDR-01-6,PRD-STA-320-6,2026-04-08,1065,964,15 min
LIN-CNC-02,PRD-BRK-220,2024-04-02,3015,2982,28
LIN-WLD-02-7,PRD-PLT-005-7,2025-07-17,1378,1312,14 min
LIN-EDR-02-4,PRD-MOT-500-4,2026-02-10,1394,1378,15 min
LIN-CNC-02-4,PRD-FLG-880-4,2025-06-23,2125,2063,112
LIN-CNC-01-6,PRD-VAL-101-6,2025-03-04,1668,1574,129 mins
LIN-EDR-01-2,PRD-STA-320-2,2024-10-29,1169,1097,67
LIN-EDR-02-9,PRD-MOT-500-9,2026-03-18,1372,1316,0
LIN-PNT-01-10,PRD-FLG-880-10,2024-07-10,2884,2877,39 min
LIN-PNT-01-7,PRD-FLG-880-7,2025-01-16,2323,2279,3 min
LIN-CNC-01-10,PRD-VAL-101-10,2024-09-11,1902,1868,6
LIN-WLD-01-6,PRD-CHS-010-6,2025-10-14,981,937,36 min
LIN-PNT-01-9,PRD-FLG-880-9,2025-03-10,2867,2801,172
LIN-CNC-02,PRD-BRK-220,2024-01-12,2523,2471,71
LIN-EDR-01-10,PRD-STA-320-10,2024-04-23,1693,1641,2
LIN-CNC-01-5,PRD-FLG-880-5,2024-07-20,654,617,52
LIN-WLD-01-10,PRD-CHS-010-10,2025-07-31,1009,952,81 mins
LIN-CNC-01-4,PRD-FLG-880-4,2024-04-15,2315,2300,9 min
LIN-PRS-01-5,PRD-BRK-220-5,2024-09-16,3179,2912,84 mins
LIN-PNT-01-2,PRD-FLG-880-2,2024-09-12,2689,2579,23 min
LIN-CNC-02-9,PRD-BRK-220-9,2025-02-04,2047,1698,0
LIN-PRS-01-8,PRD-PLT-005-8,2024-04-12,2848,2671,6
LIN-PNT-01-10,PRD-HSG-450-10,2024-12-02,2328,2285,11 min
LIN-WLD-01-10,PRD-CHS-010-10,2025-05-08,826,793,15 min
LIN-PRS-01-2,PRD-BRK-220-2,2024-05-31,2691,2578,29 min
LIN-EDR-02-3,PRD-MOT-500-3,2025-01-09,1167,1149,34 min
LIN-EDR-02-8,PRD-MOT-500-8,2024-08-08,1138,1126,3 min
LIN-PNT-01-8,PRD-FLG-880-8,2026-04-10,3068,2992,34 min
LIN-CNC-01-2,PRD-FLG-880-2,2024-01-03,1540,1471,230 mins
LIN-WLD-01-3,PRD-CHS-010-3,2025-11-27,1030,954,40
LIN-EDR-01-10,PRD-STA-320-10,2024-08-14,1286,1282,39
LIN-CNC-01-5,PRD-FLG-880-5,2024-07-17,2007,1946,37 min
LIN-PNT-01-4,PRD-HSG-450-4,2026-03-25,3017,2812,28
LIN-CNC-02-5,PRD-FLG-880-5,2025-03-18,1833,1690,15
LIN-PRS-01,PRD-BRK-220,2026-06-25,3191,3086,1.7 hrs
LIN-WLD-01-5,PRD-CHS-010-5,2024-01-05,909,886,30
LIN-EDR-01-10,PRD-STA-320-10,2024-06-28,1624,1562,19 min
LIN-CNC-02-10,PRD-BRK-220-10,2025-10-31,1954,1885,73
LIN-CNC-01-6,PRD-FLG-880-6,2024-04-08,1625,1477,20
LIN-PNT-01-4,PRD-FLG-880-4,2024-02-15,2836,2664,52 min
LIN-PNT-01-6,PRD-FLG-880-6,2025-11-25,2252,2087,1.1 hrs
LIN-WLD-02-6,PRD-CHS-010-6,2024-06-11,987,951,19 min
LIN-CNC-02-3,PRD-BRK-220-3,2025-01-22,2304,2291,9
LIN-CNC-02-7,PRD-FLG-880-7,2025-09-02,2376,2348,23
LIN-PRS-01,PRD-PLT-005,2024-03-31,1389,1297,5
LIN-WLD-02-7,PRD-CHS-010-7,2026-01-26,865,830,117 mins
LIN-EDR-02-6,PRD-MOT-500-6,2025-10-09,1684,1556,187
LIN-PRS-01-2,PRD-PLT-005-2,2025-12-16,2762,2656,80
LIN-PRS-01-2,PRD-PLT-005-2,2024-07-17,3520,3455,82 mins
LIN-EDR-01-7,PRD-STA-320-7,2024-03-04,990,928,17 min
LIN-CNC-02-8,PRD-BRK-220-8,2024-07-08,2632,2614,187 mins
LIN-WLD-01-3,PRD-CHS-010-3,2025-10-24,1108,1099,10
LIN-CNC-02-6,PRD-BRK-220-6,2026-02-23,2362,2300,51
LIN-PNT-01-3,PRD-FLG-880-3,2024-11-06,2381,2322,6
LIN-CNC-01-5,PRD-FLG-880-5,2024-12-13,1943,1843,4
LIN-PNT-01-8,PRD-HSG-450-8,2024-02-29,2167,2144,3
LIN-PNT-01-8,PRD-FLG-880-8,2025-06-26,3137,3019,10
LIN-CNC-01-7,PRD-FLG-880-7,2024-04-08,1631,1568,30
LIN-PRS-01-3,PRD-BRK-220-3,2024-11-20,2957,2888,20
LIN-CNC-02-9,PRD-FLG-880-9,2024-03-08,2343,2268,3
LIN-PNT-01-10,PRD-HSG-450-10,2024-08-21,2272,2227,59
LIN-CNC-01-6,PRD-FLG-880-6,2024-10-09,1622,1586,74
LIN-WLD-02-3,PRD-CHS-010-3,2026-05-01,1088,1068,110 mins
LIN-CNC-02-9,PRD-BRK-220-9,2025-09-12,2595,2495,70
LIN-PRS-01-4,PRD-PLT-005-4,2025-11-07,3524,3484,9 min
LIN-EDR-01-5,PRD-STA-320-5,2024-04-22,912,862,None
LIN-PRS-01-8,PRD-PLT-005-8,2024-03-28,3855,3775,55
LIN-CNC-02-3,PRD-BRK-220-3,2024-06-25,2285,2254,1
LIN-WLD-01-7,PRD-CHS-010-7,2025-07-22,766,703,14 min
LIN-WLD-02-4,PRD-CHS-010-4,2024-06-04,925,886,24 min
LIN-WLD-02-3,PRD-PLT-005-3,2024-07-17,981,939,14
LIN-CNC-02-3,PRD-BRK-220-3,2026-05-13,2031,1993,37
LIN-PRS-01,PRD-PLT-005,2026-04-10,2956,2903,243 mins
LIN-PNT-01-4,PRD-HSG-450-4,2025-05-22,2783,2737,6 min
LIN-PRS-01-9,PRD-BRK-220-9,2024-08-08,3489,3416,23 min
LIN-WLD-02-7,PRD-CHS-010-7,2024-12-27,910,854,134 mins
LIN-CNC-01-2,PRD-FLG-880-2,2025-11-24,1906,1843,50
LIN-EDR-02-2,PRD-MOT-500-2,2025-09-18,1412,1394,5 min
LIN-CNC-01-7,PRD-FLG-880-7,2024-11-08,2017,1910,15 min
LIN-EDR-02-7,PRD-MOT-500-7,2024-08-14,1570,1544,16
LIN-EDR-02-3,PRD-MOT-500-3,2024-04-09,1235,1224,17 min
LIN-WLD-01,PRD-CHS-010,2025-09-22,703,697,100 mins
LIN-CNC-02-4,PRD-FLG-880-4,2025-09-19,1643,1583,3 min
LIN-CNC-02-8,PRD-BRK-220-8,2026-02-06,1951,1889,2.6 hrs
LIN-PNT-01-9,PRD-FLG-880-9,2025-09-05,2291,2144,32 min
LIN-PRS-01-3,PRD-BRK-220-3,2024-07-23,2339,2280,8 min
LIN-WLD-02-3,PRD-PLT-005-3,2025-03-28,951,939,43 min
LIN-WLD-02-5,PRD-PLT-005-5,2025-04-11,1143,1116,2.8 hrs
LIN-WLD-02-6,PRD-PLT-005-6,2026-01-23,1124,1084,27
LIN-PRS-01-4,PRD-PLT-005-4,2025-04-16,2930,2887,6
LIN-CNC-02,PRD-BRK-220,2024-06-24,2811,2731,13 min
LIN-CNC-01-7,PRD-FLG-880-7,2025-11-16,467,465,172 mins
LIN-CNC-01-3,PRD-FLG-880-3,2025-02-14,1399,1339,60 min
LIN-EDR-01-7,PRD-STA-320-7,2024-08-12,948,913,60 min
LIN-CNC-02-10,PRD-BRK-220-10,2024-12-02,2339,2304,12
LIN-EDR-01-10,PRD-STA-320-10,2025-12-23,1169,1131,1.1 hrs
LIN-WLD-02-3,PRD-CHS-010-3,2025-11-03,1221,1202,37 min
LIN-PNT-01-3,PRD-HSG-450-3,2024-09-13,2344,2306,7
LIN-PRS-01-3,PRD-PLT-005-3,2025-06-24,3512,3233,37
LIN-CNC-01-10,PRD-FLG-880-10,2024-02-17,645,641,1.5 hrs
LIN-WLD-02-5,PRD-CHS-010-5,2026-06-24,885,776,5
LIN-PRS-01-6,PRD-BRK-220-6,2025-06-02,2859,2833,27
LIN-PRS-01,PRD-PLT-005,2025-07-28,3447,3181,1 min
LIN-WLD-01-6,PRD-CHS-010-6,2024-08-28,1006,951,9 min
LIN-EDR-02-6,PRD-MOT-500-6,2026-02-23,976,957,99
LIN-CNC-01-2,PRD-VAL-101-2,2024-01-16,1884,1766,62
LIN-CNC-01-2,PRD-FLG-880-2,2025-05-16,1802,1774,49 min
LIN-CNC-01-4,PRD-FLG-880-4,2024-09-02,1626,1573,19
LIN-CNC-01-5,PRD-FLG-880-5,2024-12-09,1607,1533,1.8 hrs
LIN-PNT-01-4,PRD-FLG-880-4,2026-06-22,3069,3066,33
LIN-CNC-01-5,PRD-FLG-880-5,2024-09-17,1964,1871,34 min
LIN-WLD-02-2,PRD-PLT-005-2,2024-05-23,1018,978,42
LIN-CNC-02-2,PRD-BRK-220-2,2024-05-10,1761,1724,10
LIN-PRS-01-3,PRD-PLT-005-3,2025-05-21,3700,3547,3 min
LIN-PRS-01-6,PRD-PLT-005-6,2024-08-11,748,716,18 min
LIN-WLD-02-4,PRD-PLT-005-4,2025-06-16,1282,1251,11 min
LIN-CNC-02-5,PRD-BRK-220-5,2025-05-07,2096,1935,2
LIN-WLD-02-4,PRD-CHS-010-4,2026-04-29,1111,1053,63 mins
LIN-WLD-02-9,PRD-CHS-010-9,2024-10-24,1287,1230,11 min
LIN-CNC-02-2,PRD-FLG-880-2,2026-06-18,2080,2000,7 min
LIN-WLD-02-2,PRD-CHS-010-2,2024-05-17,851,816,31 min
LIN-WLD-02-3,PRD-PLT-005-3,2024-05-01,1031,1022,153
LIN-PNT-01-5,PRD-FLG-880-5,2026-06-01,3150,3013,31
LIN-EDR-01,PRD-STA-320,2025-11-24,1415,1349,36
LIN-WLD-02-7,PRD-PLT-005-7,2024-06-30,221,213,2.6 hrs
LIN-CNC-01,PRD-FLG-880,2025-01-07,1586,1460,15 min
LIN-WLD-02,PRD-PLT-005,2025-02-28,1215,1207,19 min
LIN-CNC-01-4,PRD-FLG-880-4,2025-10-30,1841,1767,1.7 hrs
LIN-PRS-01-4,PRD-PLT-005-4,2026-02-27,2535,2361,2
LIN-PNT-01-7,PRD-HSG-450-7,2026-05-07,2733,2433,37
LIN-PNT-01-4,PRD-HSG-450-4,2024-12-25,2282,2105,56
LIN-PNT-01-7,PRD-HSG-450-7,2024-12-11,3853,3613,6 min
LIN-CNC-01-3,PRD-FLG-880-3,2025-02-19,1526,1446,50
LIN-CNC-01-3,PRD-FLG-880-3,2024-09-12,2341,2173,25
LIN-EDR-02-6,PRD-MOT-500-6,2025-01-17,1342,1266,6 min
LIN-EDR-01-9,PRD-STA-320-9,2025-05-13,1596,1589,80 mins
LIN-PNT-01-6,PRD-FLG-880-6,2024-11-17,916,906,8
